,name,cid_c,cid_w,cid_u,cid_g,cid_b,cid_r,mc_c,mc_w,mc_u,mc_b,mc_r,mc_g,power,toughness,flying,trample,doublestrike,first_strike,vigilance,haste,menace,fear,shadow,defender,deathtouch,indestructible,hexproof,shroud
4962,"Lu Bu, Master-at-Arms",0,0,0,0,1,0,5,0,0,0,1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4963,"Lu Meng, Wu General",0,0,1,0,0,0,3,0,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4964,"Lu Su, Wu Advisor",0,0,1,0,0,0,3,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4965,"Lu Xun, Scholar General",0,0,1,0,0,0,2,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4966,Lucent Liminid,0,1,0,0,0,0,3,2,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4967,Ludevic's Abomination,0,0,1,0,0,0,0,0,0,0,0,0,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4968,Ludevic's Test Subject,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4969,"Ludevic, Necro-Alchemist",0,0,1,0,1,0,1,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4970,Lullmage Mentor,0,0,1,0,0,0,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4971,Lumbering Satyr,0,0,0,0,0,1,2,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4972,Lumberknot,0,0,0,0,0,1,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4973,Lumengrid Augur,0,0,1,0,0,0,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4974,Lumengrid Drake,0,0,1,0,0,0,3,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4975,Lumengrid Gargoyle,1,0,0,0,0,0,6,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4976,Lumengrid Sentinel,0,0,1,0,0,0,2,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4977,Lumengrid Warden,0,0,1,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4978,Luminate Primordial,0,1,0,0,0,0,5,2,0,0,0,0,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4979,Luminous Angel,0,1,0,0,0,0,4,3,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4980,Luminous Guardian,0,1,0,0,0,0,3,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4981,Lunar Avenger,1,0,0,0,0,0,7,0,0,0,0,0,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4982,Lunar Mystic,0,0,1,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4983,Lunarch Inquisitors,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4984,Lunk Errant,0,0,0,0,1,0,5,0,0,0,1,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4985,Lupine Prototype,1,0,0,0,0,0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4986,Lurching Rotbeast,0,0,0,1,0,0,3,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4987,Lurebound Scarecrow,1,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4988,Lurker,0,0,0,0,0,1,2,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4989,Lurking Arynx,0,0,0,0,0,1,4,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4990,Lurking Automaton,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4991,Lurking Chupacabra,0,0,0,1,0,0,3,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4992,Lurking Crocodile,0,0,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4993,Lurking Informant,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4994,Lurking Nightstalker,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4995,Lyev Skyknight,0,1,1,0,0,0,1,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4996,Lymph Sliver,0,1,0,0,0,0,4,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4997,Lynx,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4998,Lyra Dawnbringer,0,1,0,0,0,0,3,2,0,0,0,0,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4999,Lys Alana Bowmaster,0,0,0,0,0,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,Lys Alana Huntmaster,0,0,0,0,0,1,2,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,Lys Alana Scarblade,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,"Lyzolda, the Blood Witch",0,0,0,1,1,0,1,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,"M'Odo, the Gnarled Oracle",0,0,1,1,0,1,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5004,"Ma Chao, Western Warrior",0,0,0,0,1,0,3,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,Maalfeld Twins,0,0,0,1,0,0,5,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5006,Macetail Hystrodon,0,0,0,0,1,0,6,0,0,0,1,0,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5007,Mad Auntie,0,0,0,1,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5008,Mad Dog,0,0,0,0,1,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,Mad Prophet,0,0,0,0,1,0,3,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5010,Maddened Oread,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,Maddening Imp,0,0,0,1,0,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5012,Madrush Cyclops,0,0,0,1,1,1,1,0,0,1,1,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5013,Maelstrom Archangel,0,1,1,1,1,1,0,1,1,1,1,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5014,Maelstrom Djinn,0,0,1,0,0,0,7,0,1,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,Maelstrom Wanderer,0,0,1,0,1,1,5,0,1,0,1,1,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5016,"Maga, Traitor to Mortals",0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,Mage il-Vec,0,0,0,0,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5018,Mage-Ring Bully,0,0,0,0,1,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5019,Mage-Ring Responder,1,0,0,0,0,0,7,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5020,Mageta the Lion,0,1,0,0,0,0,3,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5021,Maggot Carrier,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5022,Magical Hacker,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023,Magister Sphinx,0,1,1,1,0,0,4,1,1,1,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5024,Magister of Worth,0,1,0,1,0,0,4,1,0,1,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,Magma Giant,0,0,0,0,1,0,5,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5026,Magma Hellion,0,0,0,0,1,0,6,0,0,0,1,0,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5027,Magma Phoenix,0,0,0,0,1,0,3,0,0,0,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5028,Magma Sliver,0,0,0,0,1,0,3,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029,Magmaroth,0,0,0,0,1,0,3,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5030,Magmasaur,0,0,0,0,1,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,Magmatic Force,0,0,0,0,1,0,5,0,0,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5032,Magmaw,0,0,0,0,1,0,3,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,Magnigoth Treefolk,0,0,0,0,0,1,4,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5034,Magus of the Abyss,0,0,0,1,0,0,3,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5035,Magus of the Arena,0,0,0,0,1,0,4,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5036,Magus of the Balance,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5037,Magus of the Bazaar,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5038,Magus of the Candelabra,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,Magus of the Coffers,0,0,0,1,0,0,4,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040,Magus of the Disk,0,1,0,0,0,0,2,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041,Magus of the Future,0,0,1,0,0,0,2,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5042,Magus of the Jar,0,0,1,0,0,0,3,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5043,Magus of the Library,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5044,Magus of the Mind,0,0,1,0,0,0,4,0,2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,Magus of the Mirror,0,0,0,1,0,0,4,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5046,Magus of the Moat,0,1,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5047,Magus of the Moon,0,0,0,0,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5048,Magus of the Scroll,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5049,Magus of the Tabernacle,0,1,0,0,0,0,3,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050,Magus of the Unseen,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5051,Magus of the Vineyard,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5052,Magus of the Wheel,0,0,0,0,1,0,2,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,Magus of the Will,0,0,0,1,0,0,2,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5054,Mahamoti Djinn,0,0,1,0,0,0,4,0,2,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,"Mairsil, the Pretender",0,0,1,1,1,0,1,0,1,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5056,Majestic Heliopterus,0,1,0,0,0,0,3,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,Major Teroh,0,1,0,0,0,0,3,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5058,Makeshift Mauler,0,0,1,0,0,0,3,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5059,Makindi Aeronaut,0,1,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5060,Makindi Griffin,0,1,0,0,0,0,3,1,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,Makindi Patrol,0,1,0,0,0,0,2,1,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5062,Makindi Shieldmate,0,1,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5063,Makindi Sliderunner,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5064,Malach of the Dawn,0,1,0,0,0,0,2,2,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,Malachite Golem,0,0,0,0,0,1,6,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5066,Malakir Bloodwitch,0,0,0,1,0,0,3,0,0,2,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5067,Malakir Cullblade,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068,Malakir Familiar,0,0,0,1,0,0,2,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5069,Malakir Soothsayer,0,0,0,1,0,0,4,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5070,Malfegor,0,0,0,1,1,0,2,0,0,2,2,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5071,Mammoth Spider,0,0,0,0,0,1,4,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5072,Man of Measure,0,1,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5073,Man-o'-War,0,0,1,0,0,0,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5074,Mana Leech,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5075,Mana Skimmer,0,0,0,1,0,0,3,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5076,Mana-Charged Dragon,0,0,0,0,1,0,4,0,0,0,2,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5077,Manaforge Cinder,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5078,Managorger Hydra,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5079,Manakin,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5080,Manaplasm,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,Manaweft Sliver,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5082,Mangara of Corondor,0,1,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5083,Manglehorn,0,0,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5084,Manic Scribe,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5085,Manic Vandal,0,0,0,0,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5086,"Mannichi, the Fevered Dream",0,0,0,0,1,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5087,Manor Gargoyle,1,0,0,0,0,0,5,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5088,Manor Skeleton,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5089,Manta Ray,0,0,1,0,0,0,1,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5090,Manta Riders,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,Manticore Eternal,0,0,0,0,1,0,3,0,0,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,Manticore of the Gauntlet,0,0,0,0,1,0,4,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5093,Mantis Engine,1,0,0,0,0,0,5,0,0,0,0,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5094,Mantis Rider,0,1,1,0,1,0,0,1,1,0,1,0,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0
5095,Maralen of the Mornsong,0,0,0,1,0,0,1,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5096,Marang River Prowler,0,0,1,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,Marang River Skeleton,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5098,"Marath, Will of the Wild",0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099,Marauding Boneslasher,0,0,0,1,0,0,2,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100,Marauding Knight,0,0,0,1,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,Marauding Looter,0,0,1,0,1,0,2,0,1,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102,Marauding Maulhorn,0,0,0,0,1,0,2,0,0,0,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103,Marble Priest,1,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,Marble Titan,0,1,0,0,0,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105,Marchesa's Emissary,0,0,1,0,0,0,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5106,Marchesa's Infiltrator,0,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,Marchesa's Smuggler,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5108,"Marchesa, the Black Rose",0,0,1,1,1,0,1,0,1,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109,Mardu Blazebringer,0,0,0,0,1,0,2,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,Mardu Hateblade,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5111,Mardu Heart-Piercer,0,0,0,0,1,0,3,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,Mardu Hordechief,0,1,0,0,0,0,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,Mardu Roughrider,0,1,0,1,1,0,2,1,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,Mardu Scout,0,0,0,0,1,0,0,0,0,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5115,Mardu Shadowspear,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5116,Mardu Skullhunter,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5117,Mardu Strike Leader,0,0,0,1,0,0,2,0,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5118,Mardu Warshrieker,0,1,0,1,1,0,3,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,Mardu Woe-Reaper,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,Marhault Elsdragon,0,0,0,0,1,1,3,0,0,0,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5121,Marionette Master,0,0,0,1,0,0,4,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5122,Marisi's Twinclaws,0,1,0,0,1,1,2,0,0,0,0,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5123,Marit Lage,0,0,0,1,0,0,0,0,0,0,0,0,20,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5124,Maritime Guard,0,0,1,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,Marjhan,0,0,1,0,0,0,5,0,2,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5126,Marker Beetles,0,0,0,0,0,1,1,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127,Markov Blademaster,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5128,Markov Crusader,0,0,0,1,0,0,4,0,0,1,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5129,Markov Dreadknight,0,0,0,1,0,0,3,0,0,2,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,Markov Patrician,0,0,0,1,0,0,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,Markov Warlord,0,0,0,0,1,0,5,0,0,0,1,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5132,Markov's Servant,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133,Marrow Bats,0,0,0,1,0,0,4,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5134,Marrow Chomper,0,0,0,1,0,1,3,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5135,Marrow-Gnawer,0,0,0,1,0,0,3,0,0,2,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5136,Marsh Boa,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5137,Marsh Crocodile,0,0,1,1,0,0,2,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5138,Marsh Flitter,0,0,0,1,0,0,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5139,Marsh Goblins,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5140,Marsh Hulk,0,0,0,1,0,0,4,0,0,2,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5141,Marsh Lurker,0,0,0,1,0,0,3,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5142,Marsh Threader,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,Marsh Viper,0,0,0,0,0,1,3,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5144,Marshdrinker Giant,0,0,0,0,0,1,3,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5145,Marshmist Titan,0,0,0,1,0,0,6,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5146,Martyr of Ashes,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5147,Martyr of Bones,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5148,Martyr of Dusk,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,Martyr of Frost,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5150,Martyr of Sands,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5151,Martyr of Spores,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5152,Martyred Rusalka,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5153,Martyrs of Korlis,0,1,0,0,0,0,3,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5154,"Marwyn, the Nurturer",0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5155,Mary O'Kill,0,0,0,1,1,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5156,Masako the Humorless,0,1,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5157,Masked Admirers,0,0,0,0,0,1,2,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158,Masked Gorgon,0,0,0,1,0,0,4,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5159,Mass of Ghouls,0,0,0,1,0,0,3,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5160,Massacre Wurm,0,0,0,1,0,0,3,0,0,3,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,Master Apothecary,0,1,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5162,Master Biomancer,0,0,1,0,0,1,2,0,1,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
